start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,total runs,score
2010-03-16,Eden Gardens,1,4.3,Chennai Super Kings,Kolkata Knight Riders,M Vijay,SK Raina,AD Mathews,0,20
2010-03-16,Eden Gardens,1,4.4,Chennai Super Kings,Kolkata Knight Riders,M Vijay,SK Raina,AD Mathews,1,21
2010-03-16,Eden Gardens,1,4.5,Chennai Super Kings,Kolkata Knight Riders,SK Raina,M Vijay,AD Mathews,0,21
2010-03-16,Eden Gardens,1,4.6,Chennai Super Kings,Kolkata Knight Riders,SK Raina,M Vijay,AD Mathews,1,22
2010-03-16,Eden Gardens,1,5.1,Chennai Super Kings,Kolkata Knight Riders,SK Raina,M Vijay,LR Shukla,0,22
2010-03-16,Eden Gardens,1,5.2,Chennai Super Kings,Kolkata Knight Riders,SK Raina,M Vijay,LR Shukla,4,26
2010-03-16,Eden Gardens,1,5.3,Chennai Super Kings,Kolkata Knight Riders,SK Raina,M Vijay,LR Shukla,0,26
2010-03-16,Eden Gardens,1,5.4,Chennai Super Kings,Kolkata Knight Riders,SK Raina,M Vijay,LR Shukla,0,26
2010-03-16,Eden Gardens,1,5.5,Chennai Super Kings,Kolkata Knight Riders,SK Raina,M Vijay,LR Shukla,1,27
2010-03-16,Eden Gardens,1,5.6,Chennai Super Kings,Kolkata Knight Riders,M Vijay,SK Raina,LR Shukla,4,31
2010-03-16,Eden Gardens,2,0.1,Kolkata Knight Riders,Chennai Super Kings,BJ Hodge,MK Tiwary,JA Morkel,0,0
2010-03-16,Eden Gardens,2,0.2,Kolkata Knight Riders,Chennai Super Kings,BJ Hodge,MK Tiwary,JA Morkel,0,0
2010-03-16,Eden Gardens,2,0.3,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,MK Tiwary,JA Morkel,0,0
2010-03-16,Eden Gardens,2,0.4,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,MK Tiwary,JA Morkel,0,0
2010-03-16,Eden Gardens,2,0.5,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,MK Tiwary,JA Morkel,0,0
2010-03-16,Eden Gardens,2,0.6,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,MK Tiwary,JA Morkel,0,0
2010-03-16,Eden Gardens,2,1.1,Kolkata Knight Riders,Chennai Super Kings,MK Tiwary,SC Ganguly,MS Gony,4,4
2010-03-16,Eden Gardens,2,1.2,Kolkata Knight Riders,Chennai Super Kings,MK Tiwary,SC Ganguly,MS Gony,4,8
2010-03-16,Eden Gardens,2,1.3,Kolkata Knight Riders,Chennai Super Kings,MK Tiwary,SC Ganguly,MS Gony,0,8
2010-03-16,Eden Gardens,2,1.4,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,0,8
2010-03-16,Eden Gardens,2,1.5,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,2,10
2010-03-16,Eden Gardens,2,1.6,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,0,10
2010-03-16,Eden Gardens,2,2.1,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,JA Morkel,0,10
2010-03-16,Eden Gardens,2,2.2,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,JA Morkel,0,10
2010-03-16,Eden Gardens,2,2.3,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,JA Morkel,1,11
2010-03-16,Eden Gardens,2,2.4,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,JA Morkel,1,12
2010-03-16,Eden Gardens,2,2.5,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,JA Morkel,4,16
2010-03-16,Eden Gardens,2,2.6,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,JA Morkel,1,17
2010-03-16,Eden Gardens,2,2.7,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,JA Morkel,0,17
2010-03-16,Eden Gardens,2,3.1,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,4,21
2010-03-16,Eden Gardens,2,3.2,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,4,25
2010-03-16,Eden Gardens,2,3.3,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,0,25
2010-03-16,Eden Gardens,2,3.4,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,0,25
2010-03-16,Eden Gardens,2,3.5,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,0,25
2010-03-16,Eden Gardens,2,3.6,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,MS Gony,4,29
2010-03-16,Eden Gardens,2,4.1,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,L Balaji,0,29
2010-03-16,Eden Gardens,2,4.2,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,L Balaji,0,29
2010-03-16,Eden Gardens,2,4.3,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,L Balaji,0,29
2010-03-16,Eden Gardens,2,4.4,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,WP Saha,L Balaji,1,30
2010-03-16,Eden Gardens,2,4.5,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,L Balaji,4,34
2010-03-16,Eden Gardens,2,4.6,Kolkata Knight Riders,Chennai Super Kings,WP Saha,SC Ganguly,L Balaji,0,34
2010-03-16,Eden Gardens,2,5.1,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,OA Shah,MS Gony,1,35
2010-03-16,Eden Gardens,2,5.2,Kolkata Knight Riders,Chennai Super Kings,OA Shah,SC Ganguly,MS Gony,0,35
2010-03-16,Eden Gardens,2,5.3,Kolkata Knight Riders,Chennai Super Kings,OA Shah,SC Ganguly,MS Gony,1,36
2010-03-16,Eden Gardens,2,5.4,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,OA Shah,MS Gony,4,40
2010-03-16,Eden Gardens,2,5.5,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,OA Shah,MS Gony,1,41
2010-03-16,Eden Gardens,2,5.6,Kolkata Knight Riders,Chennai Super Kings,OA Shah,SC Ganguly,MS Gony,4,45
2010-03-17,Feroz Shah Kotla,1,0.1,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,DP Nannes,3,3
2010-03-17,Feroz Shah Kotla,1,0.2,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,DP Nannes,1,4
2010-03-17,Feroz Shah Kotla,1,0.3,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,DP Nannes,4,8
2010-03-17,Feroz Shah Kotla,1,0.4,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,DP Nannes,0,8
2010-03-17,Feroz Shah Kotla,1,0.5,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,DP Nannes,3,11
2010-03-17,Feroz Shah Kotla,1,0.6,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,DP Nannes,0,11
2010-03-17,Feroz Shah Kotla,1,0.7,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,DP Nannes,1,12
2010-03-17,Feroz Shah Kotla,1,1.1,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,MF Maharoof,0,12
2010-03-17,Feroz Shah Kotla,1,1.2,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,MF Maharoof,4,16
2010-03-17,Feroz Shah Kotla,1,1.3,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,MF Maharoof,0,16
2010-03-17,Feroz Shah Kotla,1,1.4,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,MF Maharoof,1,17
2010-03-17,Feroz Shah Kotla,1,1.5,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,MF Maharoof,4,21
2010-03-17,Feroz Shah Kotla,1,1.6,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,MF Maharoof,1,22
2010-03-17,Feroz Shah Kotla,1,2.1,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,DP Nannes,0,22
2010-03-17,Feroz Shah Kotla,1,2.2,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,DP Nannes,4,26
2010-03-17,Feroz Shah Kotla,1,2.3,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,DP Nannes,1,27
2010-03-17,Feroz Shah Kotla,1,2.4,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,DP Nannes,0,27
2010-03-17,Feroz Shah Kotla,1,2.5,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,DP Nannes,1,28
2010-03-17,Feroz Shah Kotla,1,2.6,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,DP Nannes,1,29
2010-03-17,Feroz Shah Kotla,1,3.1,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,MF Maharoof,4,33
2010-03-17,Feroz Shah Kotla,1,3.2,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,MF Maharoof,4,37
2010-03-17,Feroz Shah Kotla,1,3.3,Mumbai Indians,Delhi Capitals,SR Tendulkar,ST Jayasuriya,MF Maharoof,1,38
2010-03-17,Feroz Shah Kotla,1,3.4,Mumbai Indians,Delhi Capitals,ST Jayasuriya,SR Tendulkar,MF Maharoof,0,38
2010-03-17,Feroz Shah Kotla,1,3.5,Mumbai Indians,Delhi Capitals,SR Tendulkar,AP Tare,MF Maharoof,4,42
2010-03-17,Feroz Shah Kotla,1,3.6,Mumbai Indians,Delhi Capitals,SR Tendulkar,AP Tare,MF Maharoof,4,46
2010-03-17,Feroz Shah Kotla,1,4.1,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,PJ Sangwan,0,46
2010-03-17,Feroz Shah Kotla,1,4.2,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,PJ Sangwan,2,48
2010-03-17,Feroz Shah Kotla,1,4.3,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,PJ Sangwan,6,54
2010-03-17,Feroz Shah Kotla,1,4.4,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,PJ Sangwan,0,54
2010-03-17,Feroz Shah Kotla,1,4.5,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,PJ Sangwan,0,54
2010-03-17,Feroz Shah Kotla,1,4.6,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,PJ Sangwan,2,56
2010-03-17,Feroz Shah Kotla,1,5.1,Mumbai Indians,Delhi Capitals,SR Tendulkar,AP Tare,S Ladda,1,57
2010-03-17,Feroz Shah Kotla,1,5.2,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,S Ladda,0,57
2010-03-17,Feroz Shah Kotla,1,5.3,Mumbai Indians,Delhi Capitals,AP Tare,SR Tendulkar,S Ladda,1,58
2010-03-17,Feroz Shah Kotla,1,5.4,Mumbai Indians,Delhi Capitals,SR Tendulkar,AP Tare,S Ladda,4,62
2010-03-17,Feroz Shah Kotla,1,5.5,Mumbai Indians,Delhi Capitals,SR Tendulkar,AP Tare,S Ladda,4,66
2010-03-17,Feroz Shah Kotla,1,5.6,Mumbai Indians,Delhi Capitals,SR Tendulkar,AP Tare,S Ladda,1,67
2010-03-17,Feroz Shah Kotla,2,0.1,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,Z Khan,4,4
2010-03-17,Feroz Shah Kotla,2,0.2,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,Z Khan,1,5
2010-03-17,Feroz Shah Kotla,2,0.3,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,Z Khan,2,7
2010-03-17,Feroz Shah Kotla,2,0.4,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,Z Khan,1,8
2010-03-17,Feroz Shah Kotla,2,0.5,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,Z Khan,1,9
2010-03-17,Feroz Shah Kotla,2,0.6,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,Z Khan,4,13
2010-03-17,Feroz Shah Kotla,2,1.1,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,0,13
2010-03-17,Feroz Shah Kotla,2,1.2,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,1,14
2010-03-17,Feroz Shah Kotla,2,1.3,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,4,18
2010-03-17,Feroz Shah Kotla,2,1.4,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,1,19
2010-03-17,Feroz Shah Kotla,2,1.5,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,SL Malinga,4,23
2010-03-17,Feroz Shah Kotla,2,1.6,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,SL Malinga,1,24
2010-03-17,Feroz Shah Kotla,2,1.7,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,1,25
2010-03-17,Feroz Shah Kotla,2,2.1,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,Z Khan,1,26
2010-03-17,Feroz Shah Kotla,2,2.2,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,Z Khan,1,27
2010-03-17,Feroz Shah Kotla,2,2.3,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,Z Khan,1,28
2010-03-17,Feroz Shah Kotla,2,2.4,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,Z Khan,0,28
2010-03-17,Feroz Shah Kotla,2,2.5,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,Z Khan,4,32
2010-03-17,Feroz Shah Kotla,2,2.6,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,Z Khan,1,33
2010-03-17,Feroz Shah Kotla,2,3.1,Delhi Capitals,Mumbai Indians,V Sehwag,TM Dilshan,SL Malinga,1,34
2010-03-17,Feroz Shah Kotla,2,3.2,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,4,38
2010-03-17,Feroz Shah Kotla,2,3.3,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,0,38
2010-03-17,Feroz Shah Kotla,2,3.4,Delhi Capitals,Mumbai Indians,TM Dilshan,V Sehwag,SL Malinga,0,38
2010-03-17,Feroz Shah Kotla,2,3.5,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,SL Malinga,4,42
2010-03-17,Feroz Shah Kotla,2,3.6,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,SL Malinga,1,43
2010-03-17,Feroz Shah Kotla,2,4.1,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,DJ Bravo,0,43
2010-03-17,Feroz Shah Kotla,2,4.2,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,DJ Bravo,0,43
2010-03-17,Feroz Shah Kotla,2,4.3,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,DJ Bravo,0,43
2010-03-17,Feroz Shah Kotla,2,4.4,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,DJ Bravo,4,47
2010-03-17,Feroz Shah Kotla,2,4.5,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,DJ Bravo,1,48
2010-03-17,Feroz Shah Kotla,2,4.6,Delhi Capitals,Mumbai Indians,V Sehwag,AB de Villiers,DJ Bravo,1,49
2010-03-17,Feroz Shah Kotla,2,5.1,Delhi Capitals,Mumbai Indians,V Sehwag,AB de Villiers,KA Pollard,1,50
2010-03-17,Feroz Shah Kotla,2,5.2,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,KA Pollard,0,50
2010-03-17,Feroz Shah Kotla,2,5.3,Delhi Capitals,Mumbai Indians,AB de Villiers,V Sehwag,KA Pollard,1,51
2010-03-17,Feroz Shah Kotla,2,5.4,Delhi Capitals,Mumbai Indians,V Sehwag,AB de Villiers,KA Pollard,4,55
2010-03-17,Feroz Shah Kotla,2,5.5,Delhi Capitals,Mumbai Indians,V Sehwag,AB de Villiers,KA Pollard,0,55
2010-03-17,Feroz Shah Kotla,2,5.6,Delhi Capitals,Mumbai Indians,V Sehwag,AB de Villiers,KA Pollard,1,56
2010-03-18,M Chinnaswamy Stadium,1,0.1,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,P Kumar,0,0
2010-03-18,M Chinnaswamy Stadium,1,0.2,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,P Kumar,1,1
2010-03-18,M Chinnaswamy Stadium,1,0.3,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,P Kumar,0,1
2010-03-18,M Chinnaswamy Stadium,1,0.4,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,P Kumar,4,5
2010-03-18,M Chinnaswamy Stadium,1,0.5,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,P Kumar,1,6
2010-03-18,M Chinnaswamy Stadium,1,0.6,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,P Kumar,1,7
2010-03-18,M Chinnaswamy Stadium,1,1.1,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,3,10
2010-03-18,M Chinnaswamy Stadium,1,1.2,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,DW Steyn,0,10
2010-03-18,M Chinnaswamy Stadium,1,1.3,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,DW Steyn,0,10
2010-03-18,M Chinnaswamy Stadium,1,1.4,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,DW Steyn,0,10
2010-03-18,M Chinnaswamy Stadium,1,1.5,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,DW Steyn,1,11
2010-03-18,M Chinnaswamy Stadium,1,1.6,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,3,14
2010-03-18,M Chinnaswamy Stadium,1,2.1,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,P Kumar,0,14
2010-03-18,M Chinnaswamy Stadium,1,2.2,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,P Kumar,0,14
2010-03-18,M Chinnaswamy Stadium,1,2.3,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,P Kumar,1,15
2010-03-18,M Chinnaswamy Stadium,1,2.4,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,P Kumar,1,16
2010-03-18,M Chinnaswamy Stadium,1,2.5,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,P Kumar,0,16
2010-03-18,M Chinnaswamy Stadium,1,2.6,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,P Kumar,0,16
2010-03-18,M Chinnaswamy Stadium,1,2.7,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,P Kumar,1,17
2010-03-18,M Chinnaswamy Stadium,1,3.1,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,DW Steyn,1,18
2010-03-18,M Chinnaswamy Stadium,1,3.2,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,0,18
2010-03-18,M Chinnaswamy Stadium,1,3.3,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,0,18
2010-03-18,M Chinnaswamy Stadium,1,3.4,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,0,18
2010-03-18,M Chinnaswamy Stadium,1,3.5,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,1,19
2010-03-18,M Chinnaswamy Stadium,1,3.6,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,0,19
2010-03-18,M Chinnaswamy Stadium,1,3.7,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,DW Steyn,1,20
2010-03-18,M Chinnaswamy Stadium,1,4.1,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,R Vinay Kumar,4,24
2010-03-18,M Chinnaswamy Stadium,1,4.2,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,R Vinay Kumar,1,25
2010-03-18,M Chinnaswamy Stadium,1,4.3,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,R Vinay Kumar,1,26
2010-03-18,M Chinnaswamy Stadium,1,4.4,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,R Vinay Kumar,0,26
2010-03-18,M Chinnaswamy Stadium,1,4.5,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,R Vinay Kumar,1,27
2010-03-18,M Chinnaswamy Stadium,1,4.6,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,NV Ojha,R Vinay Kumar,0,27
2010-03-18,M Chinnaswamy Stadium,1,5.1,Rajasthan Royals,Royal Challengers Bangalore,NV Ojha,MJ Lumb,JH Kallis,0,27
2010-03-18,M Chinnaswamy Stadium,1,5.2,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,DR Martyn,JH Kallis,1,28
2010-03-18,M Chinnaswamy Stadium,1,5.3,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,DR Martyn,JH Kallis,1,29
2010-03-18,M Chinnaswamy Stadium,1,5.4,Rajasthan Royals,Royal Challengers Bangalore,DR Martyn,MJ Lumb,JH Kallis,1,30
2010-03-18,M Chinnaswamy Stadium,1,5.5,Rajasthan Royals,Royal Challengers Bangalore,MJ Lumb,DR Martyn,JH Kallis,1,31
2010-03-18,M Chinnaswamy Stadium,1,5.6,Rajasthan Royals,Royal Challengers Bangalore,DR Martyn,MJ Lumb,JH Kallis,0,31
2010-03-18,M Chinnaswamy Stadium,2,0.1,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,4,4
2010-03-18,M Chinnaswamy Stadium,2,0.2,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,1,5
2010-03-18,M Chinnaswamy Stadium,2,0.3,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,MM Patel,1,6
2010-03-18,M Chinnaswamy Stadium,2,0.4,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,4,10
2010-03-18,M Chinnaswamy Stadium,2,0.5,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,2,12
2010-03-18,M Chinnaswamy Stadium,2,0.6,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,0,12
2010-03-18,M Chinnaswamy Stadium,2,1.1,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,4,16
2010-03-18,M Chinnaswamy Stadium,2,1.2,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,4,20
2010-03-18,M Chinnaswamy Stadium,2,1.3,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,1,21
2010-03-18,M Chinnaswamy Stadium,2,1.4,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,1,22
2010-03-18,M Chinnaswamy Stadium,2,1.5,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,4,26
2010-03-18,M Chinnaswamy Stadium,2,1.6,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,0,26
2010-03-18,M Chinnaswamy Stadium,2,1.7,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,4,30
2010-03-18,M Chinnaswamy Stadium,2,1.8,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,1,31
2010-03-18,M Chinnaswamy Stadium,2,1.9,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,1,32
2010-03-18,M Chinnaswamy Stadium,2,2.1,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,MM Patel,1,33
2010-03-18,M Chinnaswamy Stadium,2,2.2,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,1,34
2010-03-18,M Chinnaswamy Stadium,2,2.3,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,MM Patel,0,34
2010-03-18,M Chinnaswamy Stadium,2,2.4,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,MM Patel,0,34
2010-03-18,M Chinnaswamy Stadium,2,2.5,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,MM Patel,1,35
2010-03-18,M Chinnaswamy Stadium,2,2.6,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,0,35
2010-03-18,M Chinnaswamy Stadium,2,3.1,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,4,39
2010-03-18,M Chinnaswamy Stadium,2,3.2,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,0,39
2010-03-18,M Chinnaswamy Stadium,2,3.3,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,0,39
2010-03-18,M Chinnaswamy Stadium,2,3.4,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,0,39
2010-03-18,M Chinnaswamy Stadium,2,3.5,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,1,40
2010-03-18,M Chinnaswamy Stadium,2,3.6,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,0,40
2010-03-18,M Chinnaswamy Stadium,2,3.7,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,M Morkel,4,44
2010-03-18,M Chinnaswamy Stadium,2,4.1,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,0,44
2010-03-18,M Chinnaswamy Stadium,2,4.2,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,4,48
2010-03-18,M Chinnaswamy Stadium,2,4.3,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,0,48
2010-03-18,M Chinnaswamy Stadium,2,4.4,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,0,48
2010-03-18,M Chinnaswamy Stadium,2,4.5,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,0,48
2010-03-18,M Chinnaswamy Stadium,2,4.6,Royal Challengers Bangalore,Rajasthan Royals,MK Pandey,JH Kallis,MM Patel,4,52
2010-03-18,M Chinnaswamy Stadium,2,5.1,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,SK Warne,0,52
2010-03-18,M Chinnaswamy Stadium,2,5.2,Royal Challengers Bangalore,Rajasthan Royals,JH Kallis,MK Pandey,SK Warne,1,53
